# ICI4 Andoya U3 launcer 83/340
# Time       Alt       Lat       Lon       Vel   Vel. El   Vel. Az
#  sec         m       deg       deg       m/s       deg       deg
470.00  240760.4  71.72881  13.25331    1571.1   -63.892   339.731
470.10  240619.2  71.72938  13.25266    1571.9   -63.906   339.732
470.20  240478.0  71.72993  13.25200    1572.7   -63.920   339.732
470.30  240336.7  71.73050  13.25134    1573.6   -63.934   339.733
470.40  240195.3  71.73106  13.25068    1574.4   -63.949   339.734
470.50  240053.8  71.73161  13.25002    1575.2   -63.963   339.734
470.60  239912.2  71.73218  13.24936    1576.0   -63.977   339.735
470.70  239770.6  71.73273  13.24870    1576.8   -63.991   339.736
470.80  239628.8  71.73330  13.24804    1577.7   -64.005   339.736
470.90  239487.0  71.73386  13.24738    1578.5   -64.019   339.737
471.00  239345.0  71.73442  13.24672    1579.3   -64.033   339.738
471.10  239203.0  71.73498  13.24606    1580.1   -64.047   339.738
471.20  239060.9  71.73554  13.24540    1580.9   -64.061   339.739
471.30  238918.7  71.73610  13.24474    1581.8   -64.075   339.740
471.40  238776.3  71.73666  13.24408    1582.6   -64.089   339.740
471.50  238634.0  71.73722  13.24342    1583.4   -64.103   339.741
471.60  238491.5  71.73778  13.24276    1584.2   -64.116   339.742
471.70  238348.9  71.73834  13.24210    1585.1   -64.130   339.742
471.80  238206.2  71.73890  13.24144    1585.9   -64.144   339.743
471.90  238063.5  71.73946  13.24078    1586.7   -64.158   339.744
472.00  237920.6  71.74002  13.24012    1587.5   -64.172   339.744
472.10  237777.7  71.74059  13.23946    1588.3   -64.186   339.745
472.20  237634.7  71.74114  13.23880    1589.2   -64.200   339.746
472.30  237491.5  71.74171  13.23814    1590.0   -64.214   339.746
472.40  237348.3  71.74226  13.23748    1590.8   -64.227   339.747
472.50  237205.0  71.74283  13.23682    1591.6   -64.241   339.748
472.60  237061.6  71.74339  13.23616    1592.5   -64.255   339.748
472.70  236918.1  71.74395  13.23550    1593.3   -64.269   339.749
472.80  236774.6  71.74451  13.23484    1594.1   -64.282   339.750
472.90  236630.9  71.74507  13.23418    1594.9   -64.296   339.750
473.00  236487.1  71.74563  13.23352    1595.7   -64.310   339.751
473.10  236343.3  71.74619  13.23286    1596.6   -64.324   339.752
473.20  236199.4  71.74675  13.23220    1597.4   -64.337   339.753
473.30  236055.3  71.74731  13.23154    1598.2   -64.351   339.753
473.40  235911.2  71.74787  13.23088    1599.0   -64.365   339.754
473.50  235767.0  71.74844  13.23022    1599.9   -64.378   339.755
473.60  235622.7  71.74899  13.22956    1600.7   -64.392   339.755
473.70  235478.3  71.74956  13.22890    1601.5   -64.406   339.756
473.80  235333.8  71.75012  13.22824    1602.3   -64.419   339.757
473.90  235189.3  71.75068  13.22758    1603.2   -64.433   339.757
474.00  235044.6  71.75124  13.22692    1604.0   -64.446   339.758
474.10  234899.8  71.75180  13.22626    1604.8   -64.460   339.759
474.20  234755.0  71.75237  13.22560    1605.6   -64.474   339.759
474.30  234610.1  71.75292  13.22494    1606.5   -64.487   339.760
474.40  234465.0  71.75349  13.22428    1607.3   -64.501   339.761
474.50  234319.9  71.75404  13.22362    1608.1   -64.514   339.761
474.60  234174.7  71.75461  13.22296    1608.9   -64.528   339.762
474.70  234029.4  71.75517  13.22230    1609.8   -64.541   339.763
474.80  233884.0  71.75573  13.22164    1610.6   -64.555   339.763
474.90  233738.5  71.75629  13.22097    1611.4   -64.568   339.764
475.00  233593.0  71.75685  13.22031    1612.2   -64.581   339.765
475.10  233447.3  71.75742  13.21965    1613.1   -64.595   339.765
475.20  233301.6  71.75797  13.21899    1613.9   -64.608   339.766
475.30  233155.7  71.75854  13.21833    1614.7   -64.622   339.767
475.40  233009.8  71.75910  13.21767    1615.5   -64.635   339.767
475.50  232863.8  71.75966  13.21701    1616.4   -64.649   339.768
475.60  232717.6  71.76022  13.21635    1617.2   -64.662   339.769
475.70  232571.4  71.76078  13.21569    1618.0   -64.675   339.769
475.80  232425.1  71.76134  13.21503    1618.8   -64.689   339.770
475.90  232278.8  71.76191  13.21437    1619.7   -64.702   339.771
476.00  232132.3  71.76247  13.21371    1620.5   -64.715   339.772
476.10  231985.7  71.76303  13.21305    1621.3   -64.729   339.772
476.20  231839.0  71.76360  13.21239    1622.2   -64.742   339.773
476.30  231692.3  71.76415  13.21172    1623.0   -64.755   339.774
476.40  231545.4  71.76472  13.21106    1623.8   -64.768   339.774
476.50  231398.5  71.76527  13.21040    1624.6   -64.782   339.775
476.60  231251.5  71.76584  13.20974    1625.5   -64.795   339.776
476.70  231104.4  71.76640  13.20908    1626.3   -64.808   339.776
476.80  230957.2  71.76696  13.20842    1627.1   -64.821   339.777
476.90  230809.9  71.76752  13.20776    1628.0   -64.835   339.778
477.00  230662.5  71.76809  13.20710    1628.8   -64.848   339.778
477.10  230515.0  71.76865  13.20644    1629.6   -64.861   339.779
477.20  230367.4  71.76921  13.20577    1630.4   -64.874   339.780
477.30  230219.8  71.76978  13.20511    1631.3   -64.887   339.780
477.40  230072.0  71.77033  13.20445    1632.1   -64.900   339.781
477.50  229924.2  71.77090  13.20379    1632.9   -64.913   339.782
477.60  229776.2  71.77146  13.20313    1633.8   -64.927   339.782
477.70  229628.2  71.77202  13.20247    1634.6   -64.940   339.783
477.80  229480.1  71.77258  13.20181    1635.4   -64.953   339.784
477.90  229331.9  71.77315  13.20115    1636.2   -64.966   339.785
478.00  229183.6  71.77370  13.20048    1637.1   -64.979   339.785
478.10  229035.2  71.77427  13.19982    1637.9   -64.992   339.786
478.20  228886.7  71.77483  13.19916    1638.7   -65.005   339.787
478.30  228738.1  71.77539  13.19850    1639.6   -65.018   339.787
478.40  228589.5  71.77596  13.19784    1640.4   -65.031   339.788
478.50  228440.7  71.77652  13.19718    1641.2   -65.044   339.789
478.60  228291.9  71.77708  13.19652    1642.1   -65.057   339.789
478.70  228143.0  71.77764  13.19585    1642.9   -65.070   339.790
478.80  227993.9  71.77821  13.19519    1643.7   -65.083   339.791
478.90  227844.8  71.77877  13.19453    1644.5   -65.096   339.791
479.00  227695.6  71.77933  13.19387    1645.4   -65.109   339.792
479.10  227546.3  71.77989  13.19321    1646.2   -65.122   339.793
479.20  227396.9  71.78046  13.19255    1647.0   -65.135   339.794
479.30  227247.4  71.78101  13.19188    1647.9   -65.147   339.794
479.40  227097.9  71.78158  13.19122    1648.7   -65.160   339.795
479.50  226948.2  71.78214  13.19056    1649.5   -65.173   339.796
479.60  226798.4  71.78271  13.18990    1650.4   -65.186   339.796
479.70  226648.6  71.78326  13.18924    1651.2   -65.199   339.797
479.80  226498.7  71.78383  13.18857    1652.0   -65.212   339.798
479.90  226348.6  71.78439  13.18791    1652.9   -65.224   339.798
480.00  226198.5  71.78496  13.18725    1653.7   -65.237   339.799
480.10  226048.3  71.78551  13.18659    1654.5   -65.250   339.800
480.20  225898.0  71.78608  13.18593    1655.4   -65.263   339.800
480.30  225747.6  71.78664  13.18527    1656.2   -65.276   339.801
480.40  225597.1  71.78721  13.18460    1657.0   -65.288   339.802
480.50  225446.6  71.78777  13.18394    1657.9   -65.301   339.803
480.60  225295.9  71.78833  13.18328    1658.7   -65.314   339.803
480.70  225145.1  71.78889  13.18262    1659.5   -65.327   339.804
480.80  224994.3  71.78946  13.18196    1660.4   -65.339   339.805
480.90  224843.4  71.79002  13.18129    1661.2   -65.352   339.805
481.00  224692.3  71.79058  13.18063    1662.0   -65.365   339.806
481.10  224541.2  71.79115  13.17997    1662.9   -65.377   339.807
481.20  224390.0  71.79171  13.17931    1663.7   -65.390   339.807
481.30  224238.7  71.79227  13.17864    1664.5   -65.403   339.808
481.40  224087.3  71.79283  13.17798    1665.4   -65.415   339.809
481.50  223935.8  71.79340  13.17732    1666.2   -65.428   339.809
481.60  223784.2  71.79396  13.17666    1667.0   -65.440   339.810
481.70  223632.6  71.79453  13.17599    1667.9   -65.453   339.811
481.80  223480.8  71.79509  13.17533    1668.7   -65.466   339.812
481.90  223329.0  71.79565  13.17467    1669.5   -65.478   339.812
482.00  223177.0  71.79621  13.17401    1670.4   -65.491   339.813
482.10  223025.0  71.79678  13.17335    1671.2   -65.503   339.814
482.20  222872.9  71.79734  13.17268    1672.0   -65.516   339.814
482.30  222720.7  71.79790  13.17202    1672.9   -65.528   339.815
482.40  222568.4  71.79847  13.17136    1673.7   -65.541   339.816
482.50  222416.0  71.79903  13.17070    1674.5   -65.553   339.816
482.60  222263.5  71.79959  13.17003    1675.4   -65.566   339.817
482.70  222110.9  71.80016  13.16937    1676.2   -65.578   339.818
482.80  221958.2  71.80072  13.16871    1677.0   -65.591   339.819
482.90  221805.5  71.80128  13.16805    1677.9   -65.603   339.819
483.00  221652.6  71.80185  13.16738    1678.7   -65.616   339.820
483.10  221499.7  71.80241  13.16672    1679.5   -65.628   339.821
483.20  221346.7  71.80297  13.16606    1680.4   -65.640   339.821
483.30  221193.5  71.80354  13.16539    1681.2   -65.653   339.822
483.40  221040.3  71.80410  13.16473    1682.1   -65.665   339.823
483.50  220887.0  71.80466  13.16407    1682.9   -65.677   339.823
483.60  220733.6  71.80523  13.16341    1683.7   -65.690   339.824
483.70  220580.1  71.80579  13.16274    1684.6   -65.702   339.825
483.80  220426.5  71.80636  13.16208    1685.4   -65.715   339.826
483.90  220272.9  71.80692  13.16142    1686.2   -65.727   339.826
484.00  220119.1  71.80748  13.16075    1687.1   -65.739   339.827
484.10  219965.3  71.80804  13.16009    1687.9   -65.751   339.828
484.20  219811.3  71.80861  13.15943    1688.7   -65.764   339.828
484.30  219657.3  71.80917  13.15877    1689.6   -65.776   339.829
484.40  219503.2  71.80974  13.15810    1690.4   -65.788   339.830
484.50  219348.9  71.81030  13.15744    1691.3   -65.801   339.831
484.60  219194.6  71.81087  13.15678    1692.1   -65.813   339.831
484.70  219040.2  71.81143  13.15611    1692.9   -65.825   339.832
484.80  218885.7  71.81200  13.15545    1693.8   -65.837   339.833
484.90  218731.2  71.81255  13.15479    1694.6   -65.849   339.833
485.00  218576.5  71.81312  13.15412    1695.5   -65.862   339.834
485.10  218421.7  71.81368  13.15346    1696.3   -65.874   339.835
485.20  218266.9  71.81425  13.15280    1697.1   -65.886   339.836
485.30  218111.9  71.81481  13.15213    1698.0   -65.898   339.836
485.40  217956.9  71.81538  13.15147    1698.8   -65.910   339.837
485.50  217801.7  71.81594  13.15081    1699.6   -65.922   339.838
485.60  217646.5  71.81651  13.15014    1700.5   -65.935   339.838
485.70  217491.2  71.81707  13.14948    1701.3   -65.947   339.839
485.80  217335.8  71.81763  13.14882    1702.2   -65.959   339.840
485.90  217180.3  71.81820  13.14815    1703.0   -65.971   339.840
486.00  217024.7  71.81876  13.14749    1703.8   -65.983   339.841
486.10  216869.0  71.81933  13.14683    1704.7   -65.995   339.842
486.20  216713.3  71.81989  13.14616    1705.5   -66.007   339.843
486.30  216557.4  71.82046  13.14550    1706.4   -66.019   339.843
486.40  216401.5  71.82102  13.14484    1707.2   -66.031   339.844
486.50  216245.4  71.82159  13.14417    1708.0   -66.043   339.845
486.60  216089.3  71.82215  13.14351    1708.9   -66.055   339.845
486.70  215933.0  71.82272  13.14285    1709.7   -66.067   339.846
486.80  215776.7  71.82328  13.14218    1710.6   -66.079   339.847
486.90  215620.3  71.82384  13.14152    1711.4   -66.091   339.848
487.00  215463.8  71.82441  13.14085    1712.2   -66.103   339.848
487.10  215307.2  71.82497  13.14019    1713.1   -66.115   339.849
487.20  215150.5  71.82554  13.13953    1713.9   -66.127   339.850
487.30  214993.8  71.82610  13.13886    1714.8   -66.139   339.850
487.40  214836.9  71.82667  13.13820    1715.6   -66.151   339.851
487.50  214680.0  71.82723  13.13754    1716.4   -66.163   339.852
487.60  214522.9  71.82780  13.13687    1717.3   -66.175   339.853
487.70  214365.8  71.82836  13.13621    1718.1   -66.186   339.853
487.80  214208.5  71.82893  13.13554    1719.0   -66.198   339.854
487.90  214051.2  71.82949  13.13488    1719.8   -66.210   339.855
488.00  213893.8  71.83006  13.13422    1720.7   -66.222   339.855
488.10  213736.3  71.83062  13.13355    1721.5   -66.234   339.856
488.20  213578.7  71.83118  13.13289    1722.3   -66.246   339.857
488.30  213421.0  71.83175  13.13222    1723.2   -66.258   339.858
488.40  213263.2  71.83231  13.13156    1724.0   -66.269   339.858
488.50  213105.4  71.83288  13.13090    1724.9   -66.281   339.859
488.60  212947.4  71.83344  13.13023    1725.7   -66.293   339.860
488.70  212789.3  71.83401  13.12957    1726.5   -66.305   339.860
488.80  212631.2  71.83457  13.12890    1727.4   -66.316   339.861
488.90  212473.0  71.83514  13.12824    1728.2   -66.328   339.862
489.00  212314.6  71.83570  13.12757    1729.1   -66.340   339.863
489.10  212156.2  71.83627  13.12691    1729.9   -66.352   339.863
489.20  211997.7  71.83683  13.12625    1730.8   -66.363   339.864
489.30  211839.1  71.83739  13.12558    1731.6   -66.375   339.865
489.40  211680.4  71.83796  13.12492    1732.4   -66.387   339.865
489.50  211521.6  71.83853  13.12425    1733.3   -66.398   339.866
489.60  211362.8  71.83910  13.12359    1734.1   -66.410   339.867
489.70  211203.8  71.83966  13.12292    1735.0   -66.422   339.868
489.80  211044.7  71.84023  13.12226    1735.8   -66.433   339.868
489.90  210885.6  71.84079  13.12160    1736.7   -66.445   339.869
490.00  210726.3  71.84135  13.12093    1737.5   -66.457   339.870
490.10  210567.0  71.84192  13.12027    1738.4   -66.468   339.871
490.20  210407.6  71.84248  13.11960    1739.2   -66.480   339.871
490.30  210248.1  71.84305  13.11894    1740.0   -66.491   339.872
490.40  210088.5  71.84361  13.11827    1740.9   -66.503   339.873
490.50  209928.8  71.84418  13.11761    1741.7   -66.515   339.873
490.60  209769.0  71.84475  13.11694    1742.6   -66.526   339.874
490.70  209609.1  71.84531  13.11628    1743.4   -66.538   339.875
490.80  209449.1  71.84588  13.11561    1744.3   -66.549   339.876
490.90  209289.0  71.84644  13.11495    1745.1   -66.561   339.876
491.00  209128.9  71.84701  13.11428    1746.0   -66.572   339.877
491.10  208968.6  71.84757  13.11362    1746.8   -66.584   339.878
491.20  208808.3  71.84814  13.11296    1747.6   -66.595   339.878
491.30  208647.9  71.84871  13.11229    1748.5   -66.607   339.879
491.40  208487.3  71.84927  13.11163    1749.3   -66.618   339.880
491.50  208326.7  71.84984  13.11096    1750.2   -66.630   339.881
491.60  208166.0  71.85040  13.11030    1751.0   -66.641   339.881
491.70  208005.2  71.85097  13.10963    1751.9   -66.653   339.882
491.80  207844.3  71.85153  13.10897    1752.7   -66.664   339.883
491.90  207683.3  71.85210  13.10830    1753.6   -66.675   339.884
492.00  207522.3  71.85267  13.10764    1754.4   -66.687   339.884
492.10  207361.1  71.85323  13.10697    1755.3   -66.698   339.885
492.20  207199.9  71.85380  13.10631    1756.1   -66.710   339.886
492.30  207038.5  71.85436  13.10564    1757.0   -66.721   339.886
492.40  206877.1  71.85493  13.10497    1757.8   -66.732   339.887
492.50  206715.5  71.85550  13.10431    1758.6   -66.744   339.888
492.60  206553.9  71.85606  13.10364    1759.5   -66.755   339.889
492.70  206392.2  71.85663  13.10298    1760.3   -66.766   339.889
492.80  206230.4  71.85719  13.10231    1761.2   -66.778   339.890
492.90  206068.5  71.85777  13.10165    1762.0   -66.789   339.891
493.00  205906.5  71.85833  13.10098    1762.9   -66.800   339.892
493.10  205744.4  71.85889  13.10032    1763.7   -66.812   339.892
493.20  205582.3  71.85946  13.09965    1764.6   -66.823   339.893
493.30  205420.0  71.86002  13.09899    1765.4   -66.834   339.894
493.40  205257.7  71.86060  13.09832    1766.3   -66.845   339.894
493.50  205095.2  71.86116  13.09766    1767.1   -66.857   339.895
493.60  204932.7  71.86172  13.09699    1768.0   -66.868   339.896
493.70  204770.0  71.86229  13.09633    1768.8   -66.879   339.897
493.80  204607.3  71.86286  13.09566    1769.7   -66.890   339.897
493.90  204444.5  71.86343  13.09499    1770.5   -66.902   339.898
494.00  204281.6  71.86399  13.09433    1771.4   -66.913   339.899
494.10  204118.6  71.86456  13.09366    1772.2   -66.924   339.900
494.20  203955.5  71.86513  13.09300    1773.1   -66.935   339.900
494.30  203792.3  71.86569  13.09233    1773.9   -66.946   339.901
494.40  203629.1  71.86626  13.09167    1774.8   -66.957   339.902
494.50  203465.7  71.86682  13.09100    1775.6   -66.969   339.903
494.60  203302.3  71.86739  13.09033    1776.5   -66.980   339.903
494.70  203138.7  71.86796  13.08967    1777.3   -66.991   339.904
494.80  202975.1  71.86852  13.08900    1778.2   -67.002   339.905
494.90  202811.3  71.86909  13.08834    1779.0   -67.013   339.905
495.00  202647.5  71.86966  13.08767    1779.9   -67.024   339.906
495.10  202483.6  71.87022  13.08701    1780.7   -67.035   339.907
495.20  202319.6  71.87079  13.08634    1781.6   -67.046   339.908
495.30  202155.5  71.87136  13.08567    1782.4   -67.057   339.908
495.40  201991.3  71.87193  13.08501    1783.3   -67.068   339.909
495.50  201827.0  71.87249  13.08434    1784.1   -67.079   339.910
495.60  201662.7  71.87305  13.08368    1785.0   -67.090   339.911
495.70  201498.2  71.87363  13.08301    1785.8   -67.102   339.911
495.80  201333.7  71.87419  13.08234    1786.7   -67.113   339.912
495.90  201169.0  71.87476  13.08168    1787.5   -67.124   339.913
496.00  201004.3  71.87533  13.08101    1788.4   -67.135   339.914
496.10  200839.5  71.87589  13.08035    1789.2   -67.146   339.914
496.20  200674.5  71.87646  13.07968    1790.1   -67.156   339.915
496.30  200509.5  71.87703  13.07901    1790.9   -67.167   339.916
496.40  200344.4  71.87759  13.07835    1791.8   -67.178   339.917
496.50  200179.2  71.87816  13.07768    1792.6   -67.189   339.917
496.60  200013.9  71.87873  13.07701    1793.5   -67.200   339.918
496.70  199848.5  71.87930  13.07635    1794.3   -67.211   339.919
496.80  199683.1  71.87986  13.07568    1795.2   -67.222   339.919
496.90  199517.5  71.88043  13.07502    1796.0   -67.233   339.920
497.00  199351.9  71.88100  13.07435    1796.9   -67.244   339.921
497.10  199186.1  71.88157  13.07368    1797.7   -67.255   339.922
497.20  199020.3  71.88213  13.07302    1798.6   -67.266   339.922
497.30  198854.3  71.88270  13.07235    1799.4   -67.276   339.923
497.40  198688.3  71.88327  13.07168    1800.3   -67.287   339.924
497.50  198522.2  71.88383  13.07102    1801.1   -67.298   339.925
497.60  198356.0  71.88440  13.07035    1802.0   -67.309   339.925
497.70  198189.7  71.88497  13.06968    1802.8   -67.320   339.926
497.80  198023.3  71.88554  13.06902    1803.7   -67.331   339.927
497.90  197856.8  71.88611  13.06835    1804.6   -67.341   339.928
498.00  197690.3  71.88667  13.06768    1805.4   -67.352   339.928
498.10  197523.6  71.88724  13.06702    1806.3   -67.363   339.929
498.20  197356.8  71.88781  13.06635    1807.1   -67.374   339.930
498.30  197190.0  71.88837  13.06568    1808.0   -67.385   339.931
498.40  197023.0  71.88895  13.06502    1808.8   -67.395   339.931
498.50  196856.0  71.88951  13.06435    1809.7   -67.406   339.932
498.60  196688.9  71.89008  13.06368    1810.5   -67.417   339.933
498.70  196521.7  71.89065  13.06302    1811.4   -67.427   339.934
498.80  196354.4  71.89121  13.06235    1812.2   -67.438   339.934
498.90  196187.0  71.89178  13.06168    1813.1   -67.449   339.935
499.00  196019.5  71.89235  13.06102    1813.9   -67.460   339.936
499.10  195851.9  71.89292  13.06035    1814.8   -67.470   339.937
499.20  195684.2  71.89349  13.05968    1815.6   -67.481   339.937
499.30  195516.5  71.89406  13.05901    1816.5   -67.492   339.938
499.40  195348.6  71.89462  13.05835    1817.4   -67.502   339.939
499.50  195180.6  71.89519  13.05768    1818.2   -67.513   339.940
499.60  195012.6  71.89576  13.05701    1819.1   -67.524   339.940
499.70  194844.5  71.89632  13.05634    1819.9   -67.534   339.941
499.80  194676.2  71.89690  13.05568    1820.8   -67.545   339.942
499.90  194507.9  71.89746  13.05501    1821.6   -67.555   339.943
500.00  194339.5  71.89803  13.05434    1822.5   -67.566   339.943
500.10  194171.0  71.89860  13.05368    1823.3   -67.577   339.944
500.20  194002.4  71.89917  13.05301    1824.2   -67.587   339.945
500.30  193833.7  71.89973  13.05234    1825.1   -67.598   339.946
500.40  193665.0  71.90031  13.05167    1825.9   -67.608   339.946
500.50  193496.1  71.90087  13.05101    1826.8   -67.619   339.947
500.60  193327.1  71.90144  13.05034    1827.6   -67.629   339.948
500.70  193158.1  71.90201  13.04967    1828.5   -67.640   339.949
500.80  192988.9  71.90258  13.04900    1829.3   -67.650   339.949
500.90  192819.7  71.90314  13.04834    1830.2   -67.661   339.950
501.00  192650.4  71.90372  13.04767    1831.0   -67.671   339.951
501.10  192480.9  71.90428  13.04700    1831.9   -67.682   339.952
501.20  192311.4  71.90485  13.04633    1832.8   -67.692   339.952
501.30  192141.8  71.90542  13.04567    1833.6   -67.703   339.953
501.40  191972.1  71.90599  13.04500    1834.5   -67.713   339.954
501.50  191802.3  71.90656  13.04433    1835.3   -67.724   339.955
501.60  191632.5  71.90713  13.04366    1836.2   -67.734   339.955
501.70  191462.5  71.90769  13.04300    1837.0   -67.745   339.956
501.80  191292.4  71.90826  13.04233    1837.9   -67.755   339.957
501.90  191122.2  71.90884  13.04166    1838.8   -67.765   339.958
502.00  190952.0  71.90940  13.04099    1839.6   -67.776   339.958
502.10  190781.7  71.90997  13.04033    1840.5   -67.786   339.959
502.20  190611.2  71.91054  13.03966    1841.3   -67.797   339.960
502.30  190440.7  71.91111  13.03899    1842.2   -67.807   339.961
502.40  190270.1  71.91167  13.03832    1843.0   -67.817   339.961
502.50  190099.4  71.91225  13.03765    1843.9   -67.828   339.962
502.60  189928.6  71.91282  13.03699    1844.8   -67.838   339.963
502.70  189757.7  71.91338  13.03632    1845.6   -67.848   339.964
502.80  189586.7  71.91396  13.03565    1846.5   -67.859   339.964
502.90  189415.6  71.91452  13.03498    1847.3   -67.869   339.965
503.00  189244.5  71.91509  13.03431    1848.2   -67.879   339.966
503.10  189073.2  71.91566  13.03365    1849.1   -67.890   339.967
503.20  188901.8  71.91623  13.03298    1849.9   -67.900   339.967
503.30  188730.4  71.91680  13.03231    1850.8   -67.910   339.968
503.40  188558.8  71.91737  13.03164    1851.6   -67.920   339.969
503.50  188387.2  71.91794  13.03097    1852.5   -67.931   339.970
503.60  188215.5  71.91850  13.03030    1853.4   -67.941   339.970
503.70  188043.7  71.91908  13.02964    1854.2   -67.951   339.971
503.80  187871.8  71.91965  13.02897    1855.1   -67.961   339.972
503.90  187699.8  71.92021  13.02830    1855.9   -67.972   339.973
504.00  187527.7  71.92078  13.02763    1856.8   -67.982   339.973
504.10  187355.5  71.92136  13.02696    1857.6   -67.992   339.974
504.20  187183.2  71.92192  13.02629    1858.5   -68.002   339.975
504.30  187010.9  71.92249  13.02563    1859.4   -68.013   339.976
504.40  186838.4  71.92307  13.02496    1860.2   -68.023   339.976
504.50  186665.9  71.92363  13.02429    1861.1   -68.033   339.977
504.60  186493.2  71.92420  13.02362    1861.9   -68.043   339.978
504.70  186320.5  71.92477  13.02295    1862.8   -68.053   339.979
504.80  186147.6  71.92534  13.02228    1863.7   -68.063   339.980
504.90  185974.7  71.92591  13.02162    1864.5   -68.073   339.980
505.00  185801.7  71.92648  13.02095    1865.4   -68.084   339.981
505.10  185628.6  71.92705  13.02028    1866.3   -68.094   339.982
505.20  185455.4  71.92762  13.01961    1867.1   -68.104   339.983
505.30  185282.1  71.92819  13.01894    1868.0   -68.114   339.983
505.40  185108.8  71.92876  13.01827    1868.8   -68.124   339.984
505.50  184935.3  71.92933  13.01760    1869.7   -68.134   339.985
505.60  184761.7  71.92990  13.01693    1870.6   -68.144   339.986
505.70  184588.0  71.93047  13.01626    1871.4   -68.154   339.986
505.80  184414.3  71.93104  13.01560    1872.3   -68.164   339.987
505.90  184240.5  71.93161  13.01493    1873.1   -68.174   339.988
506.00  184066.5  71.93217  13.01426    1874.0   -68.184   339.989
506.10  183892.5  71.93275  13.01359    1874.9   -68.194   339.989
506.20  183718.4  71.93332  13.01292    1875.7   -68.204   339.990
506.30  183544.2  71.93389  13.01225    1876.6   -68.214   339.991
506.40  183369.9  71.93446  13.01158    1877.5   -68.224   339.992
506.50  183195.5  71.93503  13.01091    1878.3   -68.234   339.993
506.60  183021.0  71.93560  13.01024    1879.2   -68.244   339.993
506.70  182846.4  71.93617  13.00957    1880.0   -68.254   339.994
506.80  182671.7  71.93674  13.00891    1880.9   -68.264   339.995
506.90  182497.0  71.93731  13.00824    1881.8   -68.274   339.996
507.00  182322.1  71.93788  13.00757    1882.6   -68.284   339.996
507.10  182147.2  71.93845  13.00690    1883.5   -68.294   339.997
507.20  181972.1  71.93902  13.00623    1884.4   -68.304   339.998
507.30  181797.0  71.93959  13.00556    1885.2   -68.314   339.999
507.40  181621.8  71.94016  13.00489    1886.1   -68.324   339.999
507.50  181446.5  71.94073  13.00422    1886.9   -68.334   340.000
507.60  181271.0  71.94130  13.00355    1887.8   -68.344   340.001
507.70  181095.5  71.94187  13.00288    1888.7   -68.354   340.002
507.80  180920.0  71.94244  13.00221    1889.5   -68.363   340.003
507.90  180744.3  71.94302  13.00154    1890.4   -68.373   340.003
508.00  180568.5  71.94359  13.00087    1891.3   -68.383   340.004
508.10  180392.6  71.94415  13.00020    1892.1   -68.393   340.005
508.20  180216.7  71.94473  12.99953    1893.0   -68.403   340.006
508.30  180040.6  71.94530  12.99887    1893.9   -68.413   340.006
508.40  179864.5  71.94587  12.99820    1894.7   -68.423   340.007
508.50  179688.2  71.94644  12.99753    1895.6   -68.432   340.008
508.60  179511.9  71.94701  12.99686    1896.4   -68.442   340.009
508.70  179335.5  71.94758  12.99619    1897.3   -68.452   340.009
508.80  179158.9  71.94815  12.99552    1898.2   -68.462   340.010
508.90  178982.3  71.94872  12.99485    1899.0   -68.472   340.011
509.00  178805.6  71.94930  12.99418    1899.9   -68.481   340.012
509.10  178628.8  71.94987  12.99351    1900.8   -68.491   340.013
509.20  178451.9  71.95043  12.99284    1901.6   -68.501   340.013
509.30  178275.0  71.95100  12.99217    1902.5   -68.511   340.014
509.40  178097.9  71.95158  12.99150    1903.4   -68.520   340.015
509.50  177920.7  71.95215  12.99083    1904.2   -68.530   340.016
509.60  177743.5  71.95272  12.99016    1905.1   -68.540   340.016
509.70  177566.1  71.95329  12.98949    1906.0   -68.550   340.017
509.80  177388.7  71.95387  12.98882    1906.8   -68.559   340.018
509.90  177211.2  71.95443  12.98815    1907.7   -68.569   340.019
510.00  177033.5  71.95500  12.98748    1908.6   -68.579   340.019
510.10  176855.8  71.95557  12.98681    1909.4   -68.588   340.020
510.20  176678.0  71.95615  12.98614    1910.3   -68.598   340.021
510.30  176500.1  71.95672  12.98547    1911.2   -68.608   340.022
510.40  176322.1  71.95729  12.98480    1912.0   -68.617   340.023
510.50  176144.0  71.95786  12.98413    1912.9   -68.627   340.023
510.60  175965.8  71.95844  12.98346    1913.8   -68.637   340.024
510.70  175787.6  71.95901  12.98279    1914.6   -68.646   340.025
510.80  175609.2  71.95957  12.98212    1915.5   -68.656   340.026
510.90  175430.7  71.96014  12.98145    1916.4   -68.665   340.026
511.00  175252.2  71.96072  12.98077    1917.2   -68.675   340.027
511.10  175073.5  71.96129  12.98010    1918.1   -68.685   340.028
511.20  174894.8  71.96186  12.97943    1919.0   -68.694   340.029
511.30  174716.0  71.96243  12.97876    1919.8   -68.704   340.030
511.40  174537.1  71.96301  12.97809    1920.7   -68.713   340.030
511.50  174358.1  71.96358  12.97742    1921.6   -68.723   340.031
511.60  174179.0  71.96415  12.97675    1922.4   -68.732   340.032
511.70  173999.8  71.96472  12.97608    1923.3   -68.742   340.033
511.80  173820.5  71.96529  12.97541    1924.2   -68.752   340.033
511.90  173641.1  71.96587  12.97474    1925.0   -68.761   340.034
512.00  173461.6  71.96644  12.97407    1925.9   -68.771   340.035
